epoch,recall,precision,hit,ndcg,loss
1,0.12264150943396225,0.006132075471698113,0.12264150943396225,0.0447688560275557,3.8804975
2,0.12264150943396225,0.006132075471698113,0.12264150943396225,0.04438362082388034,3.9527197
3,0.12264150943396225,0.006132075471698113,0.12264150943396225,0.04404177996115652,3.751453
4,0.12264150943396225,0.006132075471698113,0.12264150943396225,0.044455211572843795,3.8904803
5,0.12264150943396225,0.006132075471698113,0.12264150943396225,0.044404744989053474,3.7336302
6,0.12264150943396225,0.006132075471698113,0.12264150943396225,0.044631459014462915,3.6991754
7,0.12264150943396225,0.006132075471698113,0.12264150943396225,0.044589916059731845,3.7480183
8,0.12264150943396225,0.006132075471698113,0.12264150943396225,0.045356789750983735,3.6534028
9,0.12264150943396225,0.006132075471698113,0.12264150943396225,0.04524717352837048,3.6661308
10,0.12264150943396225,0.006132075471698113,0.12264150943396225,0.04532714387093587,3.5532708
11,0.12264150943396225,0.006132075471698113,0.12264150943396225,0.04530204188961041,3.4281533
12,0.12264150943396225,0.006132075471698113,0.12264150943396225,0.04532714387093587,3.3353405
13,0.12264150943396225,0.006132075471698113,0.12264150943396225,0.045116870818932044,3.3567405
14,0.12264150943396225,0.006132075471698113,0.12264150943396225,0.045179998273907306,3.396426
15,0.12264150943396225,0.006132075471698113,0.12264150943396225,0.04620178239858055,3.247434
16,0.12264150943396225,0.006132075471698113,0.12264150943396225,0.04608244716238061,3.4169846
17,0.12264150943396225,0.006132075471698113,0.12264150943396225,0.04631832496020871,3.1810913
18,0.12264150943396225,0.006132075471698113,0.12264150943396225,0.046353408576260254,3.0282905
19,0.12264150943396225,0.006132075471698113,0.12264150943396225,0.04619626762745494,3.1190982
20,0.12264150943396225,0.006132075471698113,0.12264150943396225,0.04662575889933632,3.108683
21,0.12264150943396225,0.006132075471698113,0.12264150943396225,0.046683440317463014,3.1907623
22,0.12264150943396225,0.006132075471698113,0.12264150943396225,0.04671491368430586,2.9971106
23,0.12264150943396225,0.006132075471698113,0.12264150943396225,0.04698892691890804,3.028491
24,0.12264150943396225,0.006132075471698113,0.12264150943396225,0.04692929656269905,3.002336
25,0.12264150943396225,0.006132075471698113,0.12264150943396225,0.04983854815410154,2.8697674
26,0.12264150943396225,0.006132075471698113,0.12264150943396225,0.05001626923262268,2.8833058
27,0.12264150943396225,0.006132075471698113,0.12264150943396225,0.04963698050836363,2.7285457
28,0.10377358490566037,0.005188679245283019,0.10377358490566037,0.0447534197253055,2.7531877
29,0.10377358490566037,0.005188679245283019,0.10377358490566037,0.044639644965250344,2.7854517
30,0.10377358490566037,0.005188679245283019,0.10377358490566037,0.04453367803160064,2.5852718
